"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Eastern Africa +","51","Production Quantity","1996","tonnes","54046.00000","A "
"Eastern Africa +","51","Production Quantity","1995","tonnes","48962.00000","A "
"Eastern Africa +","51","Production Quantity","1994","tonnes","34988.00000","A "
"Eastern Africa +","51","Production Quantity","1993","tonnes","61810.00000","A "
"Eastern Africa +","51","Production Quantity","1992","tonnes","42842.00000","A "
"Eastern Africa +","51","Production Quantity","1991","tonnes","40884.00000","A "
"Eastern Africa +","51","Production Quantity","1990","tonnes","44694.00000","A "
"Eastern Africa +","51","Production Quantity","1989","tonnes","43214.00000","A "
"Eastern Africa +","51","Production Quantity","1988","tonnes","42214.00000","A "
"Eastern Africa +","51","Production Quantity","1987","tonnes","42214.00000","A "
"Eastern Africa +","51","Production Quantity","1986","tonnes","40812.00000","A "
"Eastern Africa +","51","Production Quantity","1985","tonnes","40112.00000","A "
"Eastern Africa +","51","Production Quantity","1984","tonnes","40083.00000","A "
"Eastern Africa +","51","Production Quantity","1983","tonnes","38892.00000","A "
"Eastern Africa +","51","Production Quantity","1982","tonnes","35522.00000","A "
"Eastern Africa +","51","Production Quantity","1981","tonnes","35110.00000","A "
"Eastern Africa +","51","Production Quantity","1980","tonnes","38060.00000","A "
"Eastern Africa +","51","Production Quantity","1979","tonnes","34430.00000","A "
"Eastern Africa +","51","Production Quantity","1978","tonnes","39314.00000","A "
"Eastern Africa +","51","Production Quantity","1977","tonnes","36049.00000","A "
"Eastern Africa +","51","Production Quantity","1976","tonnes","33634.00000","A "
"Eastern Africa +","51","Production Quantity","1975","tonnes","42224.00000","A "
"Eastern Africa +","51","Production Quantity","1974","tonnes","29063.00000","A "
"Eastern Africa +","51","Production Quantity","1973","tonnes","20678.00000","A "
"Eastern Africa +","51","Production Quantity","1972","tonnes","19015.00000","A "
"Eastern Africa +","51","Production Quantity","1971","tonnes","16802.00000","A "
"Eastern Africa +","51","Production Quantity","1970","tonnes","16407.00000","A "
"Eastern Africa +","51","Production Quantity","1969","tonnes","16157.00000","A "
"Eastern Africa +","51","Production Quantity","1968","tonnes","16006.00000","A "
"Eastern Africa +","51","Production Quantity","1967","tonnes","16006.00000","A "
"Eastern Africa +","51","Production Quantity","1966","tonnes","16006.00000","A "
"Eastern Africa +","51","Production Quantity","1965","tonnes","16006.00000","A "
"Eastern Africa +","51","Production Quantity","1964","tonnes","16006.00000","A "
"Eastern Africa +","51","Production Quantity","1963","tonnes","16006.00000","A "
"Eastern Africa +","51","Production Quantity","1962","tonnes","16006.00000","A "
"Eastern Africa +","51","Production Quantity","1961","tonnes","16006.00000","A "
"Eastern Asia +","31","Area Harvested","2007","Ha","13000.00000","A "
"Eastern Asia +","31","Area Harvested","2006","Ha","12500.00000","A "
"Eastern Asia +","31","Area Harvested","2005","Ha","12000.00000","A "
"Eastern Asia +","31","Area Harvested","2004","Ha","10000.00000","A "
"Eastern Asia +","31","Area Harvested","2003","Ha","9000.00000","A "
"Eastern Asia +","31","Area Harvested","2002","Ha","8500.00000","A "
"Eastern Asia +","31","Area Harvested","2001","Ha","8000.00000","A "
"Eastern Asia +","31","Area Harvested","2000","Ha","8000.00000","A "
"Eastern Asia +","31","Area Harvested","1999","Ha","7500.00000","A "
"Eastern Asia +","31","Area Harvested","1998","Ha","6000.00000","A "
"Eastern Asia +","31","Area Harvested","1997","Ha","5000.00000","A "
"Eastern Asia +","31","Area Harvested","1996","Ha","5000.00000","A "
"Eastern Asia +","31","Area Harvested","1995","Ha","4000.00000","A "
"Eastern Asia +","31","Area Harvested","1994","Ha","4000.00000","A "
"Eastern Asia +","31","Area Harvested","1993","Ha","2000.00000","A "
"Eastern Asia +","31","Area Harvested","1992","Ha","2000.00000","A "
"Eastern Asia +","31","Area Harvested","1991","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1990","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1989","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1988","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1987","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1986","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1985","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1984","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1983","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1982","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1981","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1980","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1979","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1978","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1977","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1976","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1975","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1974","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1973","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1972","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1971","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1970","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1969","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1968","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1967","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1966","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1965","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1964","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1963","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1962","Ha","0.00000","A "
"Eastern Asia +","31","Area Harvested","1961","Ha","0.00000","A "
"Eastern Asia +","41","Yield","2007","Hg/Ha","70769.00000","A "
"Eastern Asia +","41","Yield","2006","Hg/Ha","72000.00000","A "
"Eastern Asia +","41","Yield","2005","Hg/Ha","104166.00000","A "
"Eastern Asia +","41","Yield","2004","Hg/Ha","100000.00000","A "
"Eastern Asia +","41","Yield","2003","Hg/Ha","90000.00000","A "
"Eastern Asia +","41","Yield","2002","Hg/Ha","88235.00000","A "
"Eastern Asia +","41","Yield","2001","Hg/Ha","93125.00000","A "
"Eastern Asia +","41","Yield","2000","Hg/Ha","87500.00000","A "
"Eastern Asia +","41","Yield","1999","Hg/Ha","93333.00000","A "
"Eastern Asia +","41","Yield","1998","Hg/Ha","85000.00000","A "
"Eastern Asia +","41","Yield","1997","Hg/Ha","96000.00000","A "
"Eastern Asia +","41","Yield","1996","Hg/Ha","90000.00000","A "
"Eastern Asia +","41","Yield","1995","Hg/Ha","87500.00000","A "
"Eastern Asia +","41","Yield","1994","Hg/Ha","75000.00000","A "
"Eastern Asia +","41","Yield","1993","Hg/Ha","100000.00000","A "
"Eastern Asia +","41","Yield","1992","Hg/Ha","90000.00000","A "
"Eastern Asia +","41","Yield","1991","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1990","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1989","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1988","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1987","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1986","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1985","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1984","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1983","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1982","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1981","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1980","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1979","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1978","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1977","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1976","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1975","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1974","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1973","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1972","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1971","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1970","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1969","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1968","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1967","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1966","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1965","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1964","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1963","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1962","Hg/Ha","0.00000","A "
"Eastern Asia +","41","Yield","1961","Hg/Ha","0.00000","A "
"Eastern Asia +","51","Production Quantity","2007","tonnes","92000.00000","A "
"Eastern Asia +","51","Production Quantity","2006","tonnes","90000.00000","A "
"Eastern Asia +","51","Production Quantity","2005","tonnes","125000.00000","A "
"Eastern Asia +","51","Production Quantity","2004","tonnes","100000.00000","A "
"Eastern Asia +","51","Production Quantity","2003","tonnes","81000.00000","A "
"Eastern Asia +","51","Production Quantity","2002","tonnes","75000.00000","A "
"Eastern Asia +","51","Production Quantity","2001","tonnes","74500.00000","A "
"Eastern Asia +","51","Production Quantity","2000","tonnes","70000.00000","A "
"Eastern Asia +","51","Production Quantity","1999","tonnes","70000.00000","A "
"Eastern Asia +","51","Production Quantity","1998","tonnes","51000.00000","A "
"Eastern Asia +","51","Production Quantity","1997","tonnes","48000.00000","A "
"Eastern Asia +","51","Production Quantity","1996","tonnes","45000.00000","A "
"Eastern Asia +","51","Production Quantity","1995","tonnes","35000.00000","A "
"Eastern Asia +","51","Production Quantity","1994","tonnes","30000.00000","A "
"Eastern Asia +","51","Production Quantity","1993","tonnes","20000.00000","A "
"Eastern Asia +","51","Production Quantity","1992","tonnes","18000.00000","A "
"Eastern Asia +","51","Production Quantity","1991","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1990","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1989","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1988","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1987","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1986","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1985","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1984","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1983","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1982","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1981","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1980","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1979","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1978","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1977","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1976","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1975","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1974","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1973","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1972","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1971","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1970","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1969","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1968","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1967","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1966","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1965","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1964","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1963","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1962","tonnes","0.00000","A "
"Eastern Asia +","51","Production Quantity","1961","tonnes","0.00000","A "
"Ecuador","31","Area Harvested","2007","Ha","3000.00000","F "
"Ecuador","31","Area Harvested","2006","Ha","2950.00000","F "
"Ecuador","31","Area Harvested","2005","Ha","2931.00000",""
"Ecuador","31","Area Harvested","2004","Ha","2572.00000",""
"Ecuador","31","Area Harvested","2003","Ha","1600.00000","F "
"Ecuador","31","Area Harvested","2002","Ha","2367.00000",""
"Ecuador","31","Area Harvested","2001","Ha","2512.00000",""
"Ecuador","31","Area Harvested","2000","Ha","2219.00000",""
"Ecuador","31","Area Harvested","1999","Ha","2678.00000",""
"Ecuador","31","Area Harvested","1998","Ha","2802.00000",""
"Ecuador","31","Area Harvested","1997","Ha","4500.00000","F "
"Ecuador","31","Area Harvested","1996","Ha","4187.00000",""
"Ecuador","31","Area Harvested","1995","Ha","3760.00000",""
"Ecuador","31","Area Harvested","1994","Ha","3380.00000",""
"Ecuador","31","Area Harvested","1993","Ha","3560.00000",""
"Ecuador","31","Area Harvested","1992","Ha","3180.00000",""
"Ecuador","31","Area Harvested","1991","Ha","3380.00000",""
"Ecuador","31","Area Harvested","1990","Ha","3100.00000",""
"Ecuador","31","Area Harvested","1989","Ha","3390.00000",""
"Ecuador","31","Area Harvested","1988","Ha","3710.00000",""
"Ecuador","31","Area Harvested","1987","Ha","3200.00000",""
"Ecuador","31","Area Harvested","1986","Ha","3465.00000",""
"Ecuador","31","Area Harvested","1985","Ha","3394.00000",""
"Ecuador","31","Area Harvested","1984","Ha","3275.00000",""
"Ecuador","31","Area Harvested","1983","Ha","2954.00000",""
"Ecuador","31","Area Harvested","1982","Ha","2945.00000",""
"Ecuador","31","Area Harvested","1981","Ha","2892.00000",""
"Ecuador","31","Area Harvested","1980","Ha","2825.00000",""
"Ecuador","31","Area Harvested","1979","Ha","2729.00000",""
"Ecuador","31","Area Harvested","1978","Ha","2709.00000",""
"Ecuador","31","Area Harvested","1977","Ha","2664.00000",""
"Ecuador","31","Area Harvested","1976","Ha","4635.00000",""
"Ecuador","31","Area Harvested","1975","Ha","4889.00000",""
"Ecuador","31","Area Harvested","1974","Ha","5248.00000",""
"Ecuador","31","Area Harvested","1973","Ha","3011.00000",""
"Ecuador","31","Area Harvested","1972","Ha","3167.00000",""
"Ecuador","31","Area Harvested","1971","Ha","2028.00000",""
"Ecuador","31","Area Harvested","1970","Ha","2905.00000",""
"Ecuador","31","Area Harvested","1969","Ha","2802.00000",""
"Ecuador","31","Area Harvested","1968","Ha","3013.00000",""
"Ecuador","31","Area Harvested","1967","Ha","3037.00000",""
"Ecuador","31","Area Harvested","1966","Ha","2280.00000",""
"Ecuador","31","Area Harvested","1965","Ha","2451.00000",""
"Ecuador","31","Area Harvested","1964","Ha","1901.00000",""
"Ecuador","31","Area Harvested","1963","Ha","1816.00000",""
"Ecuador","31","Area Harvested","1962","Ha","1599.00000",""
"Ecuador","31","Area Harvested","1961","Ha","1300.00000",""
"Ecuador","41","Yield","2007","Hg/Ha","95000.00000","Fc"
"Ecuador","41","Yield","2006","Hg/Ha","94915.00000","Fc"
"Ecuador","41","Yield","2005","Hg/Ha","94097.00000","Fc"
"Ecuador","41","Yield","2004","Hg/Ha","85256.00000","Fc"
"Ecuador","41","Yield","2003","Hg/Ha","74062.00000","Fc"
"Ecuador","41","Yield","2002","Hg/Ha","64651.00000","Fc"
"Ecuador","41","Yield","2001","Hg/Ha","64872.00000","Fc"
"Ecuador","41","Yield","2000","Hg/Ha","72573.00000","Fc"
"Ecuador","41","Yield","1999","Hg/Ha","79174.00000","Fc"
"Ecuador","41","Yield","1998","Hg/Ha","84143.00000","Fc"
"Ecuador","41","Yield","1997","Hg/Ha","97773.00000","Fc"
"Ecuador","41","Yield","1996","Hg/Ha","75696.00000","Fc"
"Ecuador","41","Yield","1995","Hg/Ha","33425.00000","Fc"
"Ecuador","41","Yield","1994","Hg/Ha","71192.00000","Fc"
"Ecuador","41","Yield","1993","Hg/Ha","49629.00000","Fc"
"Ecuador","41","Yield","1992","Hg/Ha","50575.00000","Fc"
"Ecuador","41","Yield","1991","Hg/Ha","53500.00000","Fc"
"Ecuador","41","Yield","1990","Hg/Ha","60177.00000","Fc"
"Ecuador","41","Yield","1989","Hg/Ha","39622.00000","Fc"
"Ecuador","41","Yield","1988","Hg/Ha","44140.00000","Fc"
"Ecuador","41","Yield","1987","Hg/Ha","62581.00000","Fc"
"Ecuador","41","Yield","1986","Hg/Ha","58557.00000","Fc"
"Ecuador","41","Yield","1985","Hg/Ha","83624.00000","Fc"
"Ecuador","41","Yield","1984","Hg/Ha","99471.00000","Fc"
"Ecuador","41","Yield","1983","Hg/Ha","100071.00000","Fc"
"Ecuador","41","Yield","1982","Hg/Ha","105521.00000","Fc"
"Ecuador","41","Yield","1981","Hg/Ha","105867.00000","Fc"
"Ecuador","41","Yield","1980","Hg/Ha","102849.00000","Fc"
"Ecuador","41","Yield","1979","Hg/Ha","106244.00000","Fc"
"Ecuador","41","Yield","1978","Hg/Ha","115710.00000","Fc"
"Ecuador","41","Yield","1977","Hg/Ha","151899.00000","Fc"
"Ecuador","41","Yield","1976","Hg/Ha","93840.00000","Fc"
"Ecuador","41","Yield","1975","Hg/Ha","65322.00000","Fc"
"Ecuador","41","Yield","1974","Hg/Ha","55891.00000","Fc"
"Ecuador","41","Yield","1973","Hg/Ha","80760.00000","Fc"
"Ecuador","41","Yield","1972","Hg/Ha","85885.00000","Fc"
"Ecuador","41","Yield","1971","Hg/Ha","106854.00000","Fc"
"Ecuador","41","Yield","1970","Hg/Ha","80406.00000","Fc"
"Ecuador","41","Yield","1969","Hg/Ha","84825.00000","Fc"
"Ecuador","41","Yield","1968","Hg/Ha","102183.00000","Fc"
"Ecuador","41","Yield","1967","Hg/Ha","90204.00000","Fc"
"Ecuador","41","Yield","1966","Hg/Ha","100868.00000","Fc"
"Ecuador","41","Yield","1965","Hg/Ha","97853.00000","Fc"
"Ecuador","41","Yield","1964","Hg/Ha","151404.00000","Fc"
"Ecuador","41","Yield","1963","Hg/Ha","160649.00000","Fc"
"Ecuador","41","Yield","1962","Hg/Ha","162101.00000","Fc"
"Ecuador","41","Yield","1961","Hg/Ha","123076.00000","Fc"
"Ecuador","51","Production Quantity","2007","tonnes","28500.00000","F "
"Ecuador","51","Production Quantity","2006","tonnes","28000.00000","F "
"Ecuador","51","Production Quantity","2005","tonnes","27580.00000",""
"Ecuador","51","Production Quantity","2004","tonnes","21928.00000",""
"Ecuador","51","Production Quantity","2003","tonnes","11850.00000",""
"Ecuador","51","Production Quantity","2002","tonnes","15303.00000",""
"Ecuador","51","Production Quantity","2001","tonnes","16296.00000",""
"Ecuador","51","Production Quantity","2000","tonnes","16104.00000",""
"Ecuador","51","Production Quantity","1999","tonnes","21203.00000",""
"Ecuador","51","Production Quantity","1998","tonnes","23577.00000",""
"Ecuador","51","Production Quantity","1997","tonnes","43998.00000",""
"Ecuador","51","Production Quantity","1996","tonnes","31694.00000",""
"Ecuador","51","Production Quantity","1995","tonnes","12568.00000",""
"Ecuador","51","Production Quantity","1994","tonnes","24063.00000",""
"Ecuador","51","Production Quantity","1993","tonnes","17668.00000",""
"Ecuador","51","Production Quantity","1992","tonnes","16083.00000",""
"Ecuador","51","Production Quantity","1991","tonnes","18083.00000",""
"Ecuador","51","Production Quantity","1990","tonnes","18655.00000",""
"Ecuador","51","Production Quantity","1989","tonnes","13432.00000",""
"Ecuador","51","Production Quantity","1988","tonnes","16376.00000",""
"Ecuador","51","Production Quantity","1987","tonnes","20026.00000",""
"Ecuador","51","Production Quantity","1986","tonnes","20290.00000",""
"Ecuador","51","Production Quantity","1985","tonnes","28382.00000",""
"Ecuador","51","Production Quantity","1984","tonnes","32577.00000",""
"Ecuador","51","Production Quantity","1983","tonnes","29561.00000",""
"Ecuador","51","Production Quantity","1982","tonnes","31076.00000",""
"Ecuador","51","Production Quantity","1981","tonnes","30617.00000",""
"Ecuador","51","Production Quantity","1980","tonnes","29055.00000",""
"Ecuador","51","Production Quantity","1979","tonnes","28994.00000",""
"Ecuador","51","Production Quantity","1978","tonnes","31346.00000",""
"Ecuador","51","Production Quantity","1977","tonnes","40466.00000",""
"Ecuador","51","Production Quantity","1976","tonnes","43495.00000",""
"Ecuador","51","Production Quantity","1975","tonnes","31936.00000",""
"Ecuador","51","Production Quantity","1974","tonnes","29332.00000",""
"Ecuador","51","Production Quantity","1973","tonnes","24317.00000",""
"Ecuador","51","Production Quantity","1972","tonnes","27200.00000",""
"Ecuador","51","Production Quantity","1971","tonnes","21670.00000",""
"Ecuador","51","Production Quantity","1970","tonnes","23358.00000",""
"Ecuador","51","Production Quantity","1969","tonnes","23768.00000",""
"Ecuador","51","Production Quantity","1968","tonnes","30788.00000",""
"Ecuador","51","Production Quantity","1967","tonnes","27395.00000",""
"Ecuador","51","Production Quantity","1966","tonnes","22998.00000",""
"Ecuador","51","Production Quantity","1965","tonnes","23984.00000",""
"Ecuador","51","Production Quantity","1964","tonnes","28782.00000",""
"Ecuador","51","Production Quantity","1963","tonnes","29174.00000",""
"Ecuador","51","Production Quantity","1962","tonnes","25920.00000",""
"Ecuador","51","Production Quantity","1961","tonnes","16000.00000",""
"El Salvador","31","Area Harvested","2007","Ha","1331.00000",""
"El Salvador","31","Area Harvested","2006","Ha","1163.00000",""
"El Salvador","31","Area Harvested","2005","Ha","1046.00000",""
"El Salvador","31","Area Harvested","2004","Ha","983.00000",""
"El Salvador","31","Area Harvested","2003","Ha","794.00000",""
"El Salvador","31","Area Harvested","2002","Ha","800.00000","F "
"El Salvador","31","Area Harvested","2001","Ha","4000.00000","F "
"El Salvador","31","Area Harvested","2000","Ha","4000.00000","F "
"El Salvador","31","Area Harvested","1999","Ha","4250.00000","F "
"El Salvador","31","Area Harvested","1998","Ha","4250.00000","F "
"El Salvador","31","Area Harvested","1997","Ha","4200.00000","F "
"El Salvador","31","Area Harvested","1996","Ha","4150.00000","F "
"El Salvador","31","Area Harvested","1995","Ha","4100.00000","F "
"El Salvador","31","Area Harvested","1994","Ha","4100.00000","F "
"El Salvador","31","Area Harvested","1993","Ha","4000.00000","F "
"El Salvador","31","Area Harvested","1992","Ha","4000.00000","F "
"El Salvador","31","Area Harvested","1991","Ha","3900.00000","F "
"El Salvador","31","Area Harvested","1990","Ha","3800.00000","F "
"El Salvador","31","Area Harvested","1989","Ha","3700.00000","F "
"El Salvador","31","Area Harvested","1988","Ha","3600.00000","F "
"El Salvador","31","Area Harvested","1987","Ha","3500.00000","F "
"El Salvador","31","Area Harvested","1986","Ha","3500.00000","F "
"El Salvador","31","Area Harvested","1985","Ha","3400.00000","F "
"El Salvador","31","Area Harvested","1984","Ha","3400.00000","F "
"El Salvador","31","Area Harvested","1983","Ha","3350.00000","F "
"El Salvador","31","Area Harvested","1982","Ha","3300.00000","F "
"El Salvador","31","Area Harvested","1981","Ha","3200.00000","F "
"El Salvador","31","Area Harvested","1980","Ha","3100.00000","F "
"El Salvador","31","Area Harvested","1979","Ha","3100.00000","F "
"El Salvador","31","Area Harvested","1978","Ha","3100.00000","F "
"El Salvador","31","Area Harvested","1977","Ha","3000.00000","F "
"El Salvador","31","Area Harvested","1976","Ha","2800.00000","F "
"El Salvador","31","Area Harvested","1975","Ha","2700.00000","F "
"El Salvador","31","Area Harvested","1974","Ha","2600.00000","F "
"El Salvador","31","Area Harvested","1973","Ha","2500.00000","F "
"El Salvador","31","Area Harvested","1972","Ha","2400.00000","F "
"El Salvador","31","Area Harvested","1971","Ha","2400.00000","F "
"El Salvador","31","Area Harvested","1970","Ha","2400.00000",""
"El Salvador","31","Area Harvested","1969","Ha","2400.00000",""
"El Salvador","31","Area Harvested","1968","Ha","2400.00000",""
"El Salvador","31","Area Harvested","1967","Ha","2200.00000",""
"El Salvador","31","Area Harvested","1966","Ha","2100.00000",""
"El Salvador","31","Area Harvested","1965","Ha","2000.00000",""
"El Salvador","31","Area Harvested","1964","Ha","1900.00000",""
"El Salvador","31","Area Harvested","1963","Ha","1800.00000",""
"El Salvador","31","Area Harvested","1962","Ha","1800.00000",""
"El Salvador","31","Area Harvested","1961","Ha","1600.00000",""
"El Salvador","41","Yield","2007","Hg/Ha","14710.00000","Fc"
"El Salvador","41","Yield","2006","Hg/Ha","16509.00000","Fc"
"El Salvador","41","Yield","2005","Hg/Ha","85812.00000","Fc"
"El Salvador","41","Yield","2004","Hg/Ha","85879.00000","Fc"
"El Salvador","41","Yield","2003","Hg/Ha","85919.00000","Fc"
"El Salvador","41","Yield","2002","Hg/Ha","87500.00000","Fc"
"El Salvador","41","Yield","2001","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","2000","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1999","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1998","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1997","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1996","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1995","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1994","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1993","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1992","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1991","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1990","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1989","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1988","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1987","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1986","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1985","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1984","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1983","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1982","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1981","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1980","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1979","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1978","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1977","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1976","Hg/Ha","103571.00000","Fc"
"El Salvador","41","Yield","1975","Hg/Ha","103703.00000","Fc"
"El Salvador","41","Yield","1974","Hg/Ha","103846.00000","Fc"
"El Salvador","41","Yield","1973","Hg/Ha","104000.00000","Fc"
"El Salvador","41","Yield","1972","Hg/Ha","104166.00000","Fc"
"El Salvador","41","Yield","1971","Hg/Ha","102083.00000","Fc"
"El Salvador","41","Yield","1970","Hg/Ha","100416.00000","Fc"
"El Salvador","41","Yield","1969","Hg/Ha","100000.00000","Fc"
"El Salvador","41","Yield","1968","Hg/Ha","98333.00000","Fc"
"El Salvador","41","Yield","1967","Hg/Ha","99545.00000","Fc"
"El Salvador","41","Yield","1966","Hg/Ha","99047.00000","Fc"
"El Salvador","41","Yield","1965","Hg/Ha","99000.00000","Fc"
"El Salvador","41","Yield","1964","Hg/Ha","98947.00000","Fc"
"El Salvador","41","Yield","1963","Hg/Ha","99444.00000","Fc"
"El Salvador","41","Yield","1962","Hg/Ha","97777.00000","Fc"
