"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Africa +","31","Area Harvested","2007","Ha","62426.00000","A "
"Africa +","31","Area Harvested","2006","Ha","59938.00000","A "
"Africa +","31","Area Harvested","2005","Ha","60691.00000","A "
"Africa +","31","Area Harvested","2004","Ha","60225.00000","A "
"Africa +","31","Area Harvested","2003","Ha","61952.00000","A "
"Africa +","31","Area Harvested","2002","Ha","61532.00000","A "
"Africa +","31","Area Harvested","2001","Ha","57153.00000","A "
"Africa +","31","Area Harvested","2000","Ha","58976.00000","A "
"Africa +","31","Area Harvested","1999","Ha","45272.00000","A "
"Africa +","31","Area Harvested","1998","Ha","42248.00000","A "
"Africa +","31","Area Harvested","1997","Ha","36016.00000","A "
"Africa +","31","Area Harvested","1996","Ha","36270.00000","A "
"Africa +","31","Area Harvested","1995","Ha","37638.00000","A "
"Africa +","31","Area Harvested","1994","Ha","39002.00000","A "
"Africa +","31","Area Harvested","1993","Ha","34334.00000","A "
"Africa +","31","Area Harvested","1992","Ha","32226.00000","A "
"Africa +","31","Area Harvested","1991","Ha","33537.00000","A "
"Africa +","31","Area Harvested","1990","Ha","32159.00000","A "
"Africa +","31","Area Harvested","1989","Ha","32400.00000","A "
"Africa +","31","Area Harvested","1988","Ha","30730.00000","A "
"Africa +","31","Area Harvested","1987","Ha","30020.00000","A "
"Africa +","31","Area Harvested","1986","Ha","29130.00000","A "
"Africa +","31","Area Harvested","1985","Ha","27810.00000","A "
"Africa +","31","Area Harvested","1984","Ha","26510.00000","A "
"Africa +","31","Area Harvested","1983","Ha","26185.00000","A "
"Africa +","31","Area Harvested","1982","Ha","25765.00000","A "
"Africa +","31","Area Harvested","1981","Ha","25320.00000","A "
"Africa +","31","Area Harvested","1980","Ha","25035.00000","A "
"Africa +","31","Area Harvested","1979","Ha","24625.00000","A "
"Africa +","31","Area Harvested","1978","Ha","25115.00000","A "
"Africa +","31","Area Harvested","1977","Ha","23935.00000","A "
"Africa +","31","Area Harvested","1976","Ha","21190.00000","A "
"Africa +","31","Area Harvested","1975","Ha","20640.00000","A "
"Africa +","31","Area Harvested","1974","Ha","19960.00000","A "
"Africa +","31","Area Harvested","1973","Ha","18745.00000","A "
"Africa +","31","Area Harvested","1972","Ha","17920.00000","A "
"Africa +","31","Area Harvested","1971","Ha","17090.00000","A "
"Africa +","31","Area Harvested","1970","Ha","16750.00000","A "
"Africa +","31","Area Harvested","1969","Ha","16400.00000","A "
"Africa +","31","Area Harvested","1968","Ha","15250.00000","A "
"Africa +","31","Area Harvested","1967","Ha","14450.00000","A "
"Africa +","31","Area Harvested","1966","Ha","14050.00000","A "
"Africa +","31","Area Harvested","1965","Ha","13800.00000","A "
"Africa +","31","Area Harvested","1964","Ha","12650.00000","A "
"Africa +","31","Area Harvested","1963","Ha","12750.00000","A "
"Africa +","31","Area Harvested","1962","Ha","12750.00000","A "
"Africa +","31","Area Harvested","1961","Ha","12550.00000","A "
"Africa +","41","Yield","2007","Hg/Ha","66987.00000","A "
"Africa +","41","Yield","2006","Hg/Ha","67392.00000","A "
"Africa +","41","Yield","2005","Hg/Ha","72871.00000","A "
"Africa +","41","Yield","2004","Hg/Ha","64313.00000","A "
"Africa +","41","Yield","2003","Hg/Ha","67877.00000","A "
"Africa +","41","Yield","2002","Hg/Ha","63224.00000","A "
"Africa +","41","Yield","2001","Hg/Ha","68358.00000","A "
"Africa +","41","Yield","2000","Hg/Ha","65291.00000","A "
"Africa +","41","Yield","1999","Hg/Ha","70608.00000","A "
"Africa +","41","Yield","1998","Hg/Ha","67958.00000","A "
"Africa +","41","Yield","1997","Hg/Ha","73223.00000","A "
"Africa +","41","Yield","1996","Hg/Ha","69767.00000","A "
"Africa +","41","Yield","1995","Hg/Ha","64415.00000","A "
"Africa +","41","Yield","1994","Hg/Ha","64302.00000","A "
"Africa +","41","Yield","1993","Hg/Ha","77265.00000","A "
"Africa +","41","Yield","1992","Hg/Ha","74710.00000","A "
"Africa +","41","Yield","1991","Hg/Ha","69448.00000","A "
"Africa +","41","Yield","1990","Hg/Ha","63746.00000","A "
"Africa +","41","Yield","1989","Hg/Ha","60499.00000","A "
"Africa +","41","Yield","1988","Hg/Ha","61546.00000","A "
"Africa +","41","Yield","1987","Hg/Ha","60421.00000","A "
"Africa +","41","Yield","1986","Hg/Ha","57694.00000","A "
"Africa +","41","Yield","1985","Hg/Ha","56425.00000","A "
"Africa +","41","Yield","1984","Hg/Ha","56399.00000","A "
"Africa +","41","Yield","1983","Hg/Ha","57618.00000","A "
"Africa +","41","Yield","1982","Hg/Ha","54604.00000","A "
"Africa +","41","Yield","1981","Hg/Ha","54204.00000","A "
"Africa +","41","Yield","1980","Hg/Ha","54860.00000","A "
"Africa +","41","Yield","1979","Hg/Ha","53438.00000","A "
"Africa +","41","Yield","1978","Hg/Ha","47898.00000","A "
"Africa +","41","Yield","1977","Hg/Ha","48765.00000","A "
"Africa +","41","Yield","1976","Hg/Ha","53031.00000","A "
"Africa +","41","Yield","1975","Hg/Ha","56872.00000","A "
"Africa +","41","Yield","1974","Hg/Ha","48605.00000","A "
"Africa +","41","Yield","1973","Hg/Ha","46460.00000","A "
"Africa +","41","Yield","1972","Hg/Ha","48020.00000","A "
"Africa +","41","Yield","1971","Hg/Ha","46916.00000","A "
"Africa +","41","Yield","1970","Hg/Ha","46844.00000","A "
"Africa +","41","Yield","1969","Hg/Ha","46770.00000","A "
"Africa +","41","Yield","1968","Hg/Ha","48462.00000","A "
"Africa +","41","Yield","1967","Hg/Ha","49422.00000","A "
"Africa +","41","Yield","1966","Hg/Ha","48634.00000","A "
"Africa +","41","Yield","1965","Hg/Ha","48021.00000","A "
"Africa +","41","Yield","1964","Hg/Ha","49611.00000","A "
"Africa +","41","Yield","1963","Hg/Ha","48439.00000","A "
"Africa +","41","Yield","1962","Hg/Ha","51072.00000","A "
"Africa +","41","Yield","1961","Hg/Ha","50549.00000","A "
"Africa +","51","Production Quantity","2007","tonnes","418178.00000","A "
"Africa +","51","Production Quantity","2006","tonnes","403935.00000","A "
"Africa +","51","Production Quantity","2005","tonnes","442265.00000","A "
"Africa +","51","Production Quantity","2004","tonnes","387330.00000","A "
"Africa +","51","Production Quantity","2003","tonnes","420516.00000","A "
"Africa +","51","Production Quantity","2002","tonnes","389030.00000","A "
"Africa +","51","Production Quantity","2001","tonnes","390692.00000","A "
"Africa +","51","Production Quantity","2000","tonnes","385066.00000","A "
"Africa +","51","Production Quantity","1999","tonnes","319658.00000","A "
"Africa +","51","Production Quantity","1998","tonnes","287111.00000","A "
"Africa +","51","Production Quantity","1997","tonnes","263723.00000","A "
"Africa +","51","Production Quantity","1996","tonnes","253046.00000","A "
"Africa +","51","Production Quantity","1995","tonnes","242447.00000","A "
"Africa +","51","Production Quantity","1994","tonnes","250794.00000","A "
"Africa +","51","Production Quantity","1993","tonnes","265284.00000","A "
"Africa +","51","Production Quantity","1992","tonnes","240763.00000","A "
"Africa +","51","Production Quantity","1991","tonnes","232911.00000","A "
"Africa +","51","Production Quantity","1990","tonnes","205002.00000","A "
"Africa +","51","Production Quantity","1989","tonnes","196018.00000","A "
"Africa +","51","Production Quantity","1988","tonnes","189131.00000","A "
"Africa +","51","Production Quantity","1987","tonnes","181384.00000","A "
"Africa +","51","Production Quantity","1986","tonnes","168065.00000","A "
"Africa +","51","Production Quantity","1985","tonnes","156918.00000","A "
"Africa +","51","Production Quantity","1984","tonnes","149515.00000","A "
"Africa +","51","Production Quantity","1983","tonnes","150873.00000","A "
"Africa +","51","Production Quantity","1982","tonnes","140689.00000","A "
"Africa +","51","Production Quantity","1981","tonnes","137245.00000","A "
"Africa +","51","Production Quantity","1980","tonnes","137343.00000","A "
"Africa +","51","Production Quantity","1979","tonnes","131592.00000","A "
"Africa +","51","Production Quantity","1978","tonnes","120298.00000","A "
"Africa +","51","Production Quantity","1977","tonnes","116720.00000","A "
"Africa +","51","Production Quantity","1976","tonnes","112374.00000","A "
"Africa +","51","Production Quantity","1975","tonnes","117384.00000","A "
"Africa +","51","Production Quantity","1974","tonnes","97017.00000","A "
"Africa +","51","Production Quantity","1973","tonnes","87090.00000","A "
"Africa +","51","Production Quantity","1972","tonnes","86052.00000","A "
"Africa +","51","Production Quantity","1971","tonnes","80181.00000","A "
"Africa +","51","Production Quantity","1970","tonnes","78464.00000","A "
"Africa +","51","Production Quantity","1969","tonnes","76704.00000","A "
"Africa +","51","Production Quantity","1968","tonnes","73906.00000","A "
"Africa +","51","Production Quantity","1967","tonnes","71416.00000","A "
"Africa +","51","Production Quantity","1966","tonnes","68331.00000","A "
"Africa +","51","Production Quantity","1965","tonnes","66269.00000","A "
"Africa +","51","Production Quantity","1964","tonnes","62759.00000","A "
"Africa +","51","Production Quantity","1963","tonnes","61760.00000","A "
"Africa +","51","Production Quantity","1962","tonnes","65118.00000","A "
"Africa +","51","Production Quantity","1961","tonnes","63439.00000","A "
"Americas +","31","Area Harvested","2007","Ha","264587.00000","A "
"Americas +","31","Area Harvested","2006","Ha","256706.00000","A "
"Americas +","31","Area Harvested","2005","Ha","243894.00000","A "
"Americas +","31","Area Harvested","2004","Ha","235176.00000","A "
"Americas +","31","Area Harvested","2003","Ha","224923.00000","A "
"Americas +","31","Area Harvested","2002","Ha","218191.00000","A "
"Americas +","31","Area Harvested","2001","Ha","221431.00000","A "
"Americas +","31","Area Harvested","2000","Ha","216918.00000","A "
"Americas +","31","Area Harvested","1999","Ha","213747.00000","A "
"Americas +","31","Area Harvested","1998","Ha","207970.00000","A "
"Americas +","31","Area Harvested","1997","Ha","199599.00000","A "
"Americas +","31","Area Harvested","1996","Ha","212788.00000","A "
"Americas +","31","Area Harvested","1995","Ha","212757.00000","A "
"Americas +","31","Area Harvested","1994","Ha","215097.00000","A "
"Americas +","31","Area Harvested","1993","Ha","211281.00000","A "
"Americas +","31","Area Harvested","1992","Ha","218332.00000","A "
"Americas +","31","Area Harvested","1991","Ha","214552.00000","A "
"Americas +","31","Area Harvested","1990","Ha","209491.00000","A "
"Americas +","31","Area Harvested","1989","Ha","190380.00000","A "
"Americas +","31","Area Harvested","1988","Ha","210498.00000","A "
"Americas +","31","Area Harvested","1987","Ha","191131.00000","A "
"Americas +","31","Area Harvested","1986","Ha","196075.00000","A "
"Americas +","31","Area Harvested","1985","Ha","200917.00000","A "
"Americas +","31","Area Harvested","1984","Ha","156153.00000","A "
"Americas +","31","Area Harvested","1983","Ha","155492.00000","A "
"Americas +","31","Area Harvested","1982","Ha","150880.00000","A "
"Americas +","31","Area Harvested","1981","Ha","147806.00000","A "
"Americas +","31","Area Harvested","1980","Ha","141649.00000","A "
"Americas +","31","Area Harvested","1979","Ha","132814.00000","A "
"Americas +","31","Area Harvested","1978","Ha","132086.00000","A "
"Americas +","31","Area Harvested","1977","Ha","124223.00000","A "
"Americas +","31","Area Harvested","1976","Ha","112986.00000","A "
"Americas +","31","Area Harvested","1975","Ha","112758.00000","A "
"Americas +","31","Area Harvested","1974","Ha","105893.00000","A "
"Americas +","31","Area Harvested","1973","Ha","99441.00000","A "
"Americas +","31","Area Harvested","1972","Ha","93226.00000","A "
"Americas +","31","Area Harvested","1971","Ha","88555.00000","A "
"Americas +","31","Area Harvested","1970","Ha","84554.00000","A "
"Americas +","31","Area Harvested","1969","Ha","79140.00000","A "
"Americas +","31","Area Harvested","1968","Ha","75076.00000","A "
"Americas +","31","Area Harvested","1967","Ha","71115.00000","A "
"Americas +","31","Area Harvested","1966","Ha","67279.00000","A "
"Americas +","31","Area Harvested","1965","Ha","64510.00000","A "
"Americas +","31","Area Harvested","1964","Ha","62177.00000","A "
"Americas +","31","Area Harvested","1963","Ha","61384.00000","A "
"Americas +","31","Area Harvested","1962","Ha","58567.00000","A "
"Americas +","31","Area Harvested","1961","Ha","56175.00000","A "
"Americas +","41","Yield","2007","Hg/Ha","95640.00000","A "
"Americas +","41","Yield","2006","Hg/Ha","101180.00000","A "
"Americas +","41","Yield","2005","Hg/Ha","95454.00000","A "
"Americas +","41","Yield","2004","Hg/Ha","94731.00000","A "
"Americas +","41","Yield","2003","Hg/Ha","97294.00000","A "
"Americas +","41","Yield","2002","Hg/Ha","92079.00000","A "
"Americas +","41","Yield","2001","Hg/Ha","89457.00000","A "
"Americas +","41","Yield","2000","Hg/Ha","85147.00000","A "
"Americas +","41","Yield","1999","Hg/Ha","82243.00000","A "
"Americas +","41","Yield","1998","Hg/Ha","80508.00000","A "
"Americas +","41","Yield","1997","Hg/Ha","80724.00000","A "
"Americas +","41","Yield","1996","Hg/Ha","78782.00000","A "
"Americas +","41","Yield","1995","Hg/Ha","75767.00000","A "
"Americas +","41","Yield","1994","Hg/Ha","75381.00000","A "
"Americas +","41","Yield","1993","Hg/Ha","73543.00000","A "
"Americas +","41","Yield","1992","Hg/Ha","78416.00000","A "
"Americas +","41","Yield","1991","Hg/Ha","77794.00000","A "
"Americas +","41","Yield","1990","Hg/Ha","74278.00000","A "
"Americas +","41","Yield","1989","Hg/Ha","68981.00000","A "
"Americas +","41","Yield","1988","Hg/Ha","73147.00000","A "
"Americas +","41","Yield","1987","Hg/Ha","72413.00000","A "
"Americas +","41","Yield","1986","Hg/Ha","81000.00000","A "
"Americas +","41","Yield","1985","Hg/Ha","69497.00000","A "
"Americas +","41","Yield","1984","Hg/Ha","86152.00000","A "
"Americas +","41","Yield","1983","Hg/Ha","87936.00000","A "
"Americas +","41","Yield","1982","Hg/Ha","91801.00000","A "
"Americas +","41","Yield","1981","Hg/Ha","87008.00000","A "
"Americas +","41","Yield","1980","Hg/Ha","93373.00000","A "
"Americas +","41","Yield","1979","Hg/Ha","83382.00000","A "
"Americas +","41","Yield","1978","Hg/Ha","89449.00000","A "
"Americas +","41","Yield","1977","Hg/Ha","89851.00000","A "
"Americas +","41","Yield","1976","Hg/Ha","95139.00000","A "
"Americas +","41","Yield","1975","Hg/Ha","90949.00000","A "
"Americas +","41","Yield","1974","Hg/Ha","93247.00000","A "
"Americas +","41","Yield","1973","Hg/Ha","101264.00000","A "
"Americas +","41","Yield","1972","Hg/Ha","103460.00000","A "
"Americas +","41","Yield","1971","Hg/Ha","107449.00000","A "
"Americas +","41","Yield","1970","Hg/Ha","105512.00000","A "
"Americas +","41","Yield","1969","Hg/Ha","109241.00000","A "
"Americas +","41","Yield","1968","Hg/Ha","108405.00000","A "
"Americas +","41","Yield","1967","Hg/Ha","112445.00000","A "
"Americas +","41","Yield","1966","Hg/Ha","110711.00000","A "
"Americas +","41","Yield","1965","Hg/Ha","114028.00000","A "
"Americas +","41","Yield","1964","Hg/Ha","108076.00000","A "
"Americas +","41","Yield","1963","Hg/Ha","110347.00000","A "
"Americas +","41","Yield","1962","Hg/Ha","108501.00000","A "
"Americas +","41","Yield","1961","Hg/Ha","107943.00000","A "
"Americas +","51","Production Quantity","2007","tonnes","2530513.00000","A "
"Americas +","51","Production Quantity","2006","tonnes","2597358.00000","A "
"Americas +","51","Production Quantity","2005","tonnes","2328079.00000","A "
"Americas +","51","Production Quantity","2004","tonnes","2227865.00000","A "
"Americas +","51","Production Quantity","2003","tonnes","2188372.00000","A "
"Americas +","51","Production Quantity","2002","tonnes","2009099.00000","A "
"Americas +","51","Production Quantity","2001","tonnes","1980858.00000","A "
"Americas +","51","Production Quantity","2000","tonnes","1847003.00000","A "
"Americas +","51","Production Quantity","1999","tonnes","1757938.00000","A "
"Americas +","51","Production Quantity","1998","tonnes","1674335.00000","A "
"Americas +","51","Production Quantity","1997","tonnes","1611255.00000","A "
"Americas +","51","Production Quantity","1996","tonnes","1676394.00000","A "
"Americas +","51","Production Quantity","1995","tonnes","1612011.00000","A "
"Americas +","51","Production Quantity","1994","tonnes","1621434.00000","A "
"Americas +","51","Production Quantity","1993","tonnes","1553844.00000","A "
"Americas +","51","Production Quantity","1992","tonnes","1712091.00000","A "
"Americas +","51","Production Quantity","1991","tonnes","1669098.00000","A "
"Americas +","51","Production Quantity","1990","tonnes","1556059.00000","A "
"Americas +","51","Production Quantity","1989","tonnes","1313268.00000","A "
"Americas +","51","Production Quantity","1988","tonnes","1539730.00000","A "
"Americas +","51","Production Quantity","1987","tonnes","1384050.00000","A "
"Americas +","51","Production Quantity","1986","tonnes","1588211.00000","A "
"Americas +","51","Production Quantity","1985","tonnes","1396329.00000","A "
"Americas +","51","Production Quantity","1984","tonnes","1345298.00000","A "
"Americas +","51","Production Quantity","1983","tonnes","1367342.00000","A "
"Americas +","51","Production Quantity","1982","tonnes","1385101.00000","A "
"Americas +","51","Production Quantity","1981","tonnes","1286035.00000","A "
"Americas +","51","Production Quantity","1980","tonnes","1322627.00000","A "
"Americas +","51","Production Quantity","1979","tonnes","1107440.00000","A "
"Americas +","51","Production Quantity","1978","tonnes","1181506.00000","A "
"Americas +","51","Production Quantity","1977","tonnes","1116159.00000","A "
"Americas +","51","Production Quantity","1976","tonnes","1074940.00000","A "
"Americas +","51","Production Quantity","1975","tonnes","1025527.00000","A "
"Americas +","51","Production Quantity","1974","tonnes","987423.00000","A "
"Americas +","51","Production Quantity","1973","tonnes","1006980.00000","A "
"Americas +","51","Production Quantity","1972","tonnes","964517.00000","A "
"Americas +","51","Production Quantity","1971","tonnes","951516.00000","A "
"Americas +","51","Production Quantity","1970","tonnes","892153.00000","A "
"Americas +","51","Production Quantity","1969","tonnes","864539.00000","A "
"Americas +","51","Production Quantity","1968","tonnes","813867.00000","A "
"Americas +","51","Production Quantity","1967","tonnes","799653.00000","A "
"Americas +","51","Production Quantity","1966","tonnes","744853.00000","A "
"Americas +","51","Production Quantity","1965","tonnes","735599.00000","A "
"Americas +","51","Production Quantity","1964","tonnes","671988.00000","A "
"Americas +","51","Production Quantity","1963","tonnes","677359.00000","A "
"Americas +","51","Production Quantity","1962","tonnes","635462.00000","A "
"Americas +","51","Production Quantity","1961","tonnes","606374.00000","A "
"Argentina","31","Area Harvested","2007","Ha","570.00000","F "
"Argentina","31","Area Harvested","2006","Ha","550.00000","F "
"Argentina","31","Area Harvested","2005","Ha","533.00000","F "
"Argentina","31","Area Harvested","2004","Ha","533.00000","F "
"Argentina","31","Area Harvested","2003","Ha","550.00000","F "
"Argentina","31","Area Harvested","2002","Ha","550.00000","F "
"Argentina","31","Area Harvested","2001","Ha","500.00000","F "
"Argentina","31","Area Harvested","2000","Ha","500.00000","F "
"Argentina","31","Area Harvested","1999","Ha","500.00000","F "
"Argentina","31","Area Harvested","1998","Ha","500.00000","F "
"Argentina","31","Area Harvested","1997","Ha","540.00000","F "
"Argentina","31","Area Harvested","1996","Ha","540.00000","F "
"Argentina","31","Area Harvested","1995","Ha","540.00000","F "
"Argentina","31","Area Harvested","1994","Ha","540.00000","F "
"Argentina","31","Area Harvested","1993","Ha","530.00000","F "
"Argentina","31","Area Harvested","1992","Ha","520.00000","F "
"Argentina","31","Area Harvested","1991","Ha","495.00000","F "
"Argentina","31","Area Harvested","1990","Ha","495.00000","F "
"Argentina","31","Area Harvested","1989","Ha","495.00000","F "
"Argentina","31","Area Harvested","1988","Ha","495.00000","F "
"Argentina","31","Area Harvested","1987","Ha","495.00000","F "
"Argentina","31","Area Harvested","1986","Ha","450.00000","F "
"Argentina","31","Area Harvested","1985","Ha","450.00000","F "
"Argentina","31","Area Harvested","1984","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1983","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1982","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1981","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1980","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1979","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1978","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1977","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1976","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1975","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1974","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1973","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1972","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1971","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1970","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1969","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1968","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1967","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1966","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1965","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1964","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1963","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1962","Ha","0.00000","NR"
"Argentina","31","Area Harvested","1961","Ha","0.00000","NR"
"Argentina","41","Yield","2007","Hg/Ha","63157.00000","Fc"
"Argentina","41","Yield","2006","Hg/Ha","62727.00000","Fc"
"Argentina","41","Yield","2005","Hg/Ha","64409.00000","Fc"
"Argentina","41","Yield","2004","Hg/Ha","64409.00000","Fc"
"Argentina","41","Yield","2003","Hg/Ha","63636.00000","Fc"
"Argentina","41","Yield","2002","Hg/Ha","63636.00000","Fc"
"Argentina","41","Yield","2001","Hg/Ha","66000.00000","Fc"
"Argentina","41","Yield","2000","Hg/Ha","66000.00000","Fc"
"Argentina","41","Yield","1999","Hg/Ha","66000.00000","Fc"
"Argentina","41","Yield","1998","Hg/Ha","66000.00000","Fc"
"Argentina","41","Yield","1997","Hg/Ha","64814.00000","Fc"
"Argentina","41","Yield","1996","Hg/Ha","64814.00000","Fc"
"Argentina","41","Yield","1995","Hg/Ha","64814.00000","Fc"
"Argentina","41","Yield","1994","Hg/Ha","62962.00000","Fc"
"Argentina","41","Yield","1993","Hg/Ha","62264.00000","Fc"
"Argentina","41","Yield","1992","Hg/Ha","61538.00000","Fc"
"Argentina","41","Yield","1991","Hg/Ha","62626.00000","Fc"
"Argentina","41","Yield","1990","Hg/Ha","60606.00000","Fc"
"Argentina","41","Yield","1989","Hg/Ha","60606.00000","Fc"
"Argentina","41","Yield","1988","Hg/Ha","60606.00000","Fc"
"Argentina","41","Yield","1987","Hg/Ha","60606.00000","Fc"
"Argentina","41","Yield","1986","Hg/Ha","60000.00000","Fc"
"Argentina","41","Yield","1985","Hg/Ha","57777.00000","Fc"
"Argentina","41","Yield","1984","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1983","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1982","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1981","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1980","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1979","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1978","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1977","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1976","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1975","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1974","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1973","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1972","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1971","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1970","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1969","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1968","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1967","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1966","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1965","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1964","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1963","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1962","Hg/Ha","0.00000","NR"
"Argentina","41","Yield","1961","Hg/Ha","0.00000","NR"
"Argentina","51","Production Quantity","2007","tonnes","3600.00000","F "
"Argentina","51","Production Quantity","2006","tonnes","3450.00000","F "
"Argentina","51","Production Quantity","2005","tonnes","3433.00000","F "
"Argentina","51","Production Quantity","2004","tonnes","3433.00000","F "
"Argentina","51","Production Quantity","2003","tonnes","3500.00000","F "
"Argentina","51","Production Quantity","2002","tonnes","3500.00000","F "
"Argentina","51","Production Quantity","2001","tonnes","3300.00000","F "
"Argentina","51","Production Quantity","2000","tonnes","3300.00000","F "
"Argentina","51","Production Quantity","1999","tonnes","3300.00000","F "
"Argentina","51","Production Quantity","1998","tonnes","3300.00000","F "
"Argentina","51","Production Quantity","1997","tonnes","3500.00000","F "
"Argentina","51","Production Quantity","1996","tonnes","3500.00000","F "
"Argentina","51","Production Quantity","1995","tonnes","3500.00000","F "
"Argentina","51","Production Quantity","1994","tonnes","3400.00000","F "
"Argentina","51","Production Quantity","1993","tonnes","3300.00000","F "
"Argentina","51","Production Quantity","1992","tonnes","3200.00000","F "
"Argentina","51","Production Quantity","1991","tonnes","3100.00000","F "
"Argentina","51","Production Quantity","1990","tonnes","3000.00000","F "
"Argentina","51","Production Quantity","1989","tonnes","3000.00000","F "
"Argentina","51","Production Quantity","1988","tonnes","3000.00000","F "
"Argentina","51","Production Quantity","1987","tonnes","3000.00000","F "
"Argentina","51","Production Quantity","1986","tonnes","2700.00000",""
"Argentina","51","Production Quantity","1985","tonnes","2600.00000",""
"Argentina","51","Production Quantity","1984","tonnes","3300.00000",""
"Argentina","51","Production Quantity","1983","tonnes","3100.00000",""
"Argentina","51","Production Quantity","1982","tonnes","3000.00000",""
"Argentina","51","Production Quantity","1981","tonnes","3230.00000",""
"Argentina","51","Production Quantity","1980","tonnes","3200.00000",""
"Argentina","51","Production Quantity","1979","tonnes","6000.00000",""
"Argentina","51","Production Quantity","1978","tonnes","5500.00000",""
"Argentina","51","Production Quantity","1977","tonnes","10200.00000",""
"Argentina","51","Production Quantity","1976","tonnes","9050.00000",""
"Argentina","51","Production Quantity","1975","tonnes","6990.00000",""
"Argentina","51","Production Quantity","1974","tonnes","8860.00000",""
"Argentina","51","Production Quantity","1973","tonnes","8900.00000",""
"Argentina","51","Production Quantity","1972","tonnes","9200.00000",""
"Argentina","51","Production Quantity","1971","tonnes","9100.00000",""
"Argentina","51","Production Quantity","1970","tonnes","9150.00000",""
"Argentina","51","Production Quantity","1969","tonnes","11100.00000",""
"Argentina","51","Production Quantity","1968","tonnes","10525.00000",""
"Argentina","51","Production Quantity","1967","tonnes","4293.00000",""
"Argentina","51","Production Quantity","1966","tonnes","4213.00000",""
"Argentina","51","Production Quantity","1965","tonnes","3520.00000",""
"Argentina","51","Production Quantity","1964","tonnes","3030.00000",""
"Argentina","51","Production Quantity","1963","tonnes","2900.00000",""
"Argentina","51","Production Quantity","1962","tonnes","3000.00000",""
"Argentina","51","Production Quantity","1961","tonnes","2000.00000",""
"Asia +","31","Area Harvested","2007","Ha","41632.00000","A "
"Asia +","31","Area Harvested","2006","Ha","39334.00000","A "
"Asia +","31","Area Harvested","2005","Ha","40332.00000","A "
"Asia +","31","Area Harvested","2004","Ha","36594.00000","A "
"Asia +","31","Area Harvested","2003","Ha","37959.00000","A "
"Asia +","31","Area Harvested","2002","Ha","35854.00000","A "
"Asia +","31","Area Harvested","2001","Ha","30854.00000","A "
"Asia +","31","Area Harvested","2000","Ha","33331.00000","A "
"Asia +","31","Area Harvested","1999","Ha","30716.00000","A "
"Asia +","31","Area Harvested","1998","Ha","30175.00000","A "
"Asia +","31","Area Harvested","1997","Ha","27661.00000","A "
"Asia +","31","Area Harvested","1996","Ha","35839.00000","A "
"Asia +","31","Area Harvested","1995","Ha","36173.00000","A "
"Asia +","31","Area Harvested","1994","Ha","31186.00000","A "
"Asia +","31","Area Harvested","1993","Ha","33770.00000","A "
"Asia +","31","Area Harvested","1992","Ha","43239.00000","A "
"Asia +","31","Area Harvested","1991","Ha","40045.00000","A "
