ST,NP,BDSP,BLD,RMSP,TEN,VEH,YBL,FINCP,FPARC,HHL,MV,NOC
26,02,03,02,06,1,2,05,000027000,4,1,1,00
26,04,04,02,08,1,2,08,000126600,2,2,3,02
12,03,03,02,09,3,2,09,000089000,2,2,2,01
36,00,03,02,07,,,01,,,,,
06,03,02,06,04,3,1,03,000052200,4,1,2,00
27,01,,,,,,,,,,,
26,02,02,02,06,1,2,01,000044900,4,1,7,00
39,01,,,,,,,,,,,
41,01,,,,,,,,,,,
47,01,,,,,,,,,,,
24,02,02,02,07,1,2,01,000111000,4,1,7,00
48,04,03,02,05,1,3,08,000082900,2,1,4,02
48,02,04,02,07,1,2,07,000069000,4,1,1,00
37,02,02,02,04,2,2,04,000018500,4,1,6,00
12,01,03,02,05,2,1,08,,,2,4,00
37,01,01,09,03,3,0,04,,,1,4,00
18,02,03,02,06,3,2,04,000051600,4,1,1,00
06,01,04,02,07,1,2,03,,,1,6,00
36,05,05,03,08,1,1,01,000071000,2,4,5,03
34,03,04,02,09,1,2,03,000210500,2,4,2,01
42,02,02,08,04,3,1,04,000019200,4,1,4,00
48,01,02,01,03,3,0,07,,,1,2,00
31,03,02,02,05,3,2,01,000024000,1,1,4,01
36,05,03,04,07,1,2,03,000042000,2,2,5,01
22,02,03,02,06,1,1,02,000006000,4,1,3,00
42,03,04,02,08,1,2,01,000060000,1,1,5,01
06,01,03,02,07,2,1,01,,,1,7,00
29,00,02,02,04,,,01,,,,,
48,04,02,02,05,1,1,07,000092000,2,2,5,02
21,01,,,,,,,,,,,
36,02,03,03,08,2,1,04,000086800,4,1,7,00
37,04,04,02,09,1,5,07,000272000,2,1,4,01
18,01,02,02,05,2,3,03,,,1,2,00
25,01,02,02,07,3,1,03,,,1,7,00
13,01,02,06,04,3,1,08,,,1,3,00
37,06,03,02,05,3,1,05,000023870,3,1,1,04
26,02,03,02,06,1,2,06,000069000,4,1,4,00
06,03,01,04,03,1,2,01,000140100,2,3,4,01
53,01,01,08,03,3,0,05,,,1,2,00
17,01,02,02,06,1,1,03,,,1,3,00
06,01,01,08,03,3,1,05,,,1,4,00
06,01,02,04,06,3,1,04,,,1,2,00
17,01,03,02,06,2,2,04,,,1,7,00
27,01,04,02,08,1,3,02,,,1,5,00
36,03,03,02,05,2,3,05,000089400,4,1,2,00
12,02,02,02,05,2,2,05,,,1,4,00
55,01,02,02,05,1,2,07,,,1,5,00
17,02,04,02,07,1,4,04,000055000,4,1,5,00
16,00,03,02,04,,,04,,,,,
12,01,04,02,06,2,2,03,,,1,4,00
35,00,03,02,05,,,06,,,,,
04,00,02,01,04,,,06,,,,,
31,02,03,01,06,2,0,06,,,1,4,00
23,01,01,08,04,3,0,01,,,3,2,00
04,02,02,02,06,1,3,06,000132200,4,1,5,00
13,04,04,02,05,3,2,11,000030000,2,5,2,01
06,03,02,02,05,4,2,02,000039900,2,1,2,01
24,02,01,08,03,3,2,06,000027000,4,1,3,00
12,01,02,02,05,1,1,03,,,1,3,00
47,02,02,02,06,2,2,03,000045700,4,1,7,00
18,03,04,02,06,3,2,08,000032500,2,1,4,01
26,05,03,02,05,1,2,05,000066000,3,1,4,03
42,04,04,02,11,1,3,06,000170000,2,1,5,02
34,03,03,03,07,3,0,07,000004600,2,1,3,02
39,01,,,,,,,,,,,
20,04,03,02,04,2,2,13,000010900,2,1,1,01
06,01,,,,,,,,,,,
12,02,01,02,06,1,2,04,000063000,4,1,4,00
25,03,03,02,07,1,2,05,000105230,2,1,3,01
09,02,04,02,09,2,2,05,000103100,4,1,6,00
36,01,,,,,,,,,,,
10,01,03,02,05,1,1,06,,,1,6,00
10,00,03,02,06,,,05,,,,,
10,00,03,01,06,,,06,,,,,
36,06,03,09,06,3,0,07,000001000,2,1,4,05
49,04,02,02,04,1,1,06,000025300,2,1,6,01
01,04,03,02,05,1,2,05,,,1,3,00
36,01,03,02,08,1,2,04,,,1,6,00
47,01,02,02,05,2,1,03,,,1,7,00
01,03,05,02,08,1,2,08,000121000,1,1,1,01
06,01,,,,,,,,,,,
19,07,05,02,08,1,4,01,000095350,2,2,5,05
06,01,01,05,02,3,0,05,,,1,1,00
27,01,00,08,01,3,0,04,,,1,1,00
04,01,01,08,02,3,1,07,,,1,1,00
45,03,02,02,05,2,0,02,000054300,4,1,7,00
21,04,03,02,06,1,2,08,000027600,1,1,4,02
06,03,03,05,06,3,2,01,000048000,2,1,4,01
47,04,03,02,09,1,4,05,000040000,3,1,3,02
51,03,03,02,06,2,3,07,000156300,4,1,5,00
48,01,03,03,07,3,1,08,,,1,3,00
39,02,03,02,04,1,2,08,000045080,4,1,4,00
53,02,03,02,06,2,3,04,000039090,4,1,7,00
06,06,03,02,12,1,4,05,000097900,2,2,4,01
36,02,01,09,03,3,0,03,000034010,4,1,7,00
17,04,04,02,09,2,3,06,000472000,2,1,5,02
48,02,01,09,04,3,1,07,000132000,4,4,3,00
12,03,02,06,04,1,3,07,000031400,4,2,4,00
39,01,,,,,,,,,,,
48,00,02,07,05,,,05,,,,,
25,03,04,04,06,3,3,01,,,4,1,00
39,05,04,02,09,3,1,05,000063000,2,1,2,03
48,02,02,03,04,1,2,08,000258000,4,1,4,00
01,02,02,07,05,3,1,03,000056600,4,1,3,00
55,02,04,02,08,2,2,01,000007700,4,3,5,00
53,03,03,02,04,1,2,09,000041110,1,1,1,01
36,01,,,,,,,,,,,
36,02,05,04,07,1,1,04,000000000,2,1,4,00
26,02,03,02,05,2,6,04,000075500,4,1,7,00
45,01,03,02,05,1,1,05,,,1,5,00
36,14,08,06,09,3,1,07,000020200,3,3,5,11
33,01,,,,,,,,,,,
13,03,00,02,03,1,2,06,000060000,2,1,5,01
48,02,03,02,06,1,2,05,000042000,4,2,5,00
29,05,05,02,12,2,2,01,000034400,1,1,5,00
09,05,04,02,07,1,2,04,000046901,2,3,7,02
06,02,03,02,05,2,2,04,000035000,4,2,7,00
08,04,03,02,04,1,3,06,000059800,2,2,4,01
48,04,03,02,06,2,3,03,000027000,2,1,7,00
36,03,04,05,06,3,0,01,000011000,1,1,3,02
04,02,02,02,05,1,2,06,000041060,4,1,5,00
37,02,03,02,11,1,2,07,000181200,4,1,5,00
26,02,03,02,11,1,4,01,000160330,4,1,4,00
42,02,03,03,06,1,2,01,000019300,4,2,5,00
45,04,02,01,07,3,2,07,000034700,3,1,2,00
51,01,03,02,06,3,1,04,,,1,7,00
06,02,02,06,05,3,2,05,000075000,4,2,1,00
06,03,04,02,07,1,3,07,000095900,2,1,5,01
16,05,03,02,06,1,2,05,000066500,3,1,4,03
12,01,03,02,06,2,1,06,,,4,6,00
47,00,02,05,05,,,05,,,,,
13,01,03,02,06,2,2,02,,,1,7,00
39,01,03,02,12,1,1,07,,,1,4,00
41,02,04,02,08,2,3,03,000050300,4,1,5,00
31,00,00,06,01,,,01,,,,,
34,03,02,03,04,1,2,06,000040000,4,2,4,00
29,01,02,01,05,2,1,07,,,1,5,00
49,03,05,02,10,2,2,06,000082000,4,1,7,00
53,01,02,03,06,3,2,13,,,1,2,00
48,01,02,09,05,1,1,07,,,1,3,00
37,05,04,02,06,1,6,07,000093000,2,1,5,01
24,03,03,07,06,3,3,05,000110400,4,1,1,00
45,03,02,01,04,1,3,07,000039000,4,1,3,00
12,03,03,02,06,1,1,06,000051100,2,1,4,00
20,01,,,,,,,,,,,
09,04,03,02,17,2,4,01,000104800,4,1,7,00
12,02,04,02,08,1,2,08,000153150,4,1,4,00
06,03,03,02,04,1,2,05,000080000,2,1,5,01
53,01,01,09,02,3,0,04,,,2,4,00
31,01,,,,,,,,,,,
12,02,03,02,08,1,2,05,000043000,4,1,5,00
39,03,03,02,06,1,1,01,000022000,4,1,5,00
39,02,02,02,06,1,1,03,000022300,2,1,4,01
48,04,04,02,10,1,2,03,000035000,2,1,4,03
37,00,04,02,07,,,05,,,,,
04,05,04,02,08,1,2,07,000008800,3,1,3,01
04,03,02,08,03,3,1,08,000122000,4,1,3,00
17,02,02,06,08,1,2,01,,,1,4,00
39,02,03,02,06,3,1,01,000026500,2,1,3,01
26,02,02,04,05,3,1,01,000024000,4,1,1,00
48,03,02,07,03,3,3,08,,,3,3,00
13,00,02,04,04,,,03,,,,,
37,03,04,02,06,1,1,13,000032000,2,1,1,02
36,04,01,02,04,3,1,05,000040700,2,3,5,01
08,01,,,,,,,,,,,
42,02,02,04,05,3,1,01,000043650,2,1,1,01
04,02,03,02,05,1,3,05,000042400,4,2,5,00
53,04,03,02,05,1,4,05,000155008,2,1,4,01
42,04,03,02,09,1,2,01,000098000,3,1,3,02
25,02,03,02,06,1,2,04,000076500,4,1,7,00
08,04,04,02,06,1,3,08,000055000,3,3,5,02
36,03,03,04,05,2,1,07,000078890,4,1,3,00
36,03,02,02,08,2,2,07,000095000,2,1,5,01
04,11,03,02,05,3,3,05,000143300,3,5,3,00
20,01,02,09,04,3,1,06,,,1,3,00
42,01,,,,,,,,,,,
42,04,03,02,08,1,3,01,000085050,1,1,3,02
48,02,02,09,04,3,1,05,000012500,2,1,6,01
18,01,02,06,04,3,1,11,,,1,1,00
37,04,04,01,08,1,1,07,000040000,2,1,5,03
22,05,03,02,05,1,2,06,000073200,2,1,5,03
51,01,03,02,08,1,1,07,,,1,5,00
38,05,04,02,11,1,4,05,000089000,2,1,4,03
06,01,02,02,04,3,0,02,,,1,5,00
20,04,03,02,09,1,4,03,000069000,4,2,6,00
12,00,03,02,05,,,05,,,,,
22,01,03,01,05,2,1,07,,,1,1,00
48,01,02,02,07,2,2,03,,,2,4,00
40,00,02,01,05,,,07,,,,,
17,01,03,02,05,1,1,03,,,1,5,00
34,01,,,,,,,,,,,
48,00,01,01,02,,,08,,,,,
22,04,03,02,06,3,1,02,000008000,1,1,1,03
10,06,03,02,05,2,3,05,000077800,2,2,4,01
17,03,03,05,07,3,3,01,,,1,2,00
48,01,03,02,05,2,1,11,,,2,2,00
48,01,01,09,03,3,1,07,,,1,1,00
42,00,03,03,06,,,01,,,,,
13,05,03,01,05,2,3,07,000046600,2,1,5,02
53,01,01,06,04,3,1,05,,,1,4,00
53,01,01,02,03,4,1,02,,,1,2,00
17,00,02,02,05,,,03,,,,,
31,02,03,02,05,2,0,03,000040700,4,1,7,00
33,01,,,,,,,,,,,
12,02,02,02,07,1,3,07,000137000,4,1,6,00
26,00,02,04,04,,,05,,,,,
36,01,02,02,04,4,0,02,,,1,7,00
45,05,03,02,06,1,3,08,000399000,2,1,5,03
04,05,03,01,06,1,2,07,000069300,4,1,5,00
18,01,03,02,06,1,1,03,,,1,7,00
21,04,02,02,05,2,2,01,000043000,2,1,5,02
53,08,03,02,07,1,2,09,000069080,2,1,3,06
17,04,04,02,08,1,4,10,000035710,4,3,3,00
25,01,02,03,05,1,0,03,,,1,4,00
04,00,04,02,07,,,08,,,,,
11,00,02,07,05,,,03,,,,,
40,01,,,,,,,,,,,
18,02,03,02,06,1,1,01,000009700,4,1,7,00
48,01,02,02,05,1,1,06,,,1,5,00
23,00,02,02,07,,,07,,,,,
42,02,09,02,12,2,0,01,000004250,4,1,6,00
12,01,02,02,07,2,1,01,,,1,5,00
42,01,,,,,,,,,,,
22,01,,,,,,,,,,,
36,04,01,08,04,3,0,02,000049000,2,4,3,01
06,02,04,02,07,3,1,02,000060000,2,2,3,01
53,04,03,02,05,3,4,07,000022800,4,4,2,00
42,02,03,03,05,2,1,03,000079800,4,1,7,00
08,02,02,02,04,3,1,01,000021800,4,2,1,00
01,03,02,02,04,3,1,03,000060000,4,1,2,00
08,00,02,02,06,,,01,,,,,
19,02,03,02,10,2,1,04,000029000,4,1,7,00
45,01,03,02,06,1,1,03,,,1,2,00
55,02,03,02,06,2,2,06,000020000,4,1,7,00
06,02,02,02,04,1,2,02,000039800,4,1,6,00
25,02,09,02,13,1,3,01,000096200,4,1,3,00
38,01,03,05,08,1,1,04,,,1,4,00
47,02,03,02,06,2,2,06,000056700,4,1,6,00
48,02,03,02,05,1,2,07,000100000,4,1,4,00
25,03,05,02,10,4,1,01,000046500,2,1,7,02
36,04,03,09,07,3,1,03,000000000,1,1,1,02
37,01,03,02,07,2,1,03,,,1,7,00
25,02,03,02,06,1,2,07,000118000,4,1,5,00
18,02,02,02,04,1,2,09,000036000,4,1,3,00
06,01,02,03,04,3,1,02,,,1,2,00
48,06,05,02,08,1,4,12,000125700,4,3,1,00
47,04,03,02,05,1,5,07,000087650,4,2,5,00
12,01,01,06,02,3,1,07,,,2,3,00
06,02,05,02,08,2,2,03,000173000,4,1,7,00
53,02,02,07,04,1,2,06,,,1,3,00
06,02,04,03,06,2,2,04,000041900,4,4,6,00
05,01,,,,,,,,,,,
16,01,02,02,06,1,2,06,,,1,6,00
18,03,04,02,06,1,1,07,000023700,3,1,3,02
51,01,,,,,,,,,,,
29,04,03,02,08,2,4,06,000044550,2,1,4,00
33,02,02,02,04,2,2,06,000031000,4,1,6,00
04,00,04,02,06,,,08,,,,,
12,02,02,03,04,1,2,12,000062000,4,2,1,00
31,04,08,02,21,1,3,08,000504600,2,2,3,02
55,01,02,09,03,3,0,07,,,1,2,00
22,02,05,02,17,1,1,01,,,1,6,00
29,01,01,05,03,3,0,03,,,1,5,00
13,04,03,02,08,1,3,05,000080000,2,1,5,02
47,02,05,02,07,3,2,04,000014400,4,1,1,00
53,01,02,02,05,1,1,03,,,1,5,00
31,02,03,02,11,1,2,12,000093900,4,1,3,00
36,02,02,03,05,2,2,01,000162000,4,1,1,00
12,11,04,03,11,1,5,10,000187200,2,2,4,06
26,05,02,02,05,1,3,05,000037200,3,1,5,03
01,02,03,02,06,1,2,06,000012700,4,1,7,00
42,03,05,02,10,1,1,08,000048000,2,1,4,02
29,04,03,02,06,1,4,03,000075000,2,1,3,02
12,01,02,02,06,1,1,04,,,2,7,00
55,04,04,02,10,1,3,01,000062000,4,2,5,00
22,01,03,01,06,2,2,04,,,1,7,00
06,04,02,02,04,3,2,01,000040000,3,2,4,02
37,01,,,,,,,,,,,
36,03,03,02,06,2,1,02,000077000,4,4,5,00
26,03,04,02,10,1,5,05,000174000,4,1,5,00
06,04,02,05,04,3,1,06,000042000,1,2,3,01
12,01,02,07,05,3,1,08,,,1,1,00
49,02,04,02,08,1,1,08,000037900,4,1,4,00
12,01,00,07,01,3,1,03,,,1,1,00
18,01,03,02,08,1,1,01,,,1,7,00
45,01,,,,,,,,,,,
06,01,,,,,,,,,,,
20,01,02,02,05,2,0,03,,,1,7,00
39,04,04,02,07,1,3,08,000115700,2,1,4,02
42,03,03,03,04,3,1,01,000036300,4,4,4,00
25,02,02,02,04,2,2,03,000104000,4,1,7,00
06,02,02,05,04,1,2,06,000059600,4,2,4,00
26,02,03,02,08,1,2,07,000165000,4,1,1,00
48,04,04,02,07,1,2,08,000092000,3,2,1,02
36,01,01,07,02,3,1,01,,,1,1,00
13,07,03,01,07,2,1,06,000029500,1,1,6,00
40,02,03,02,05,1,2,08,000107200,4,1,4,00
48,01,,,,,,,,,,,
38,02,03,02,07,1,1,03,000020800,2,1,5,01
31,01,02,02,05,2,2,01,,,1,5,00
06,02,03,02,06,1,4,04,000084080,4,2,5,00
42,02,04,02,10,2,2,01,000027000,4,1,7,00
17,01,01,08,03,3,0,01,,,1,3,00
48,06,03,02,08,1,1,04,000044100,3,5,3,01
48,03,02,02,05,2,2,06,000021000,2,2,5,01
37,01,02,06,05,3,1,05,,,1,1,00
47,00,04,02,06,,,08,,,,,
36,01,,,,,,,,,,,
31,01,03,02,07,1,1,01,,,1,5,00
26,01,,,,,,,,,,,
18,01,,,,,,,,,,,
12,02,02,02,05,2,2,06,000032400,4,1,5,00
06,01,,,,,,,,,,,
26,02,02,01,07,1,2,06,000064000,4,1,3,00
44,01,,,,,,,,,,,
04,02,02,02,06,2,1,10,,,1,3,00
12,00,03,02,06,,,08,,,,,
47,01,01,02,05,3,0,05,,,1,4,00
06,03,03,06,05,3,3,05,000049800,4,2,3,00
40,03,03,02,05,1,2,05,,,1,4,00
42,03,03,02,05,1,3,11,000103110,4,1,3,00
48,02,04,02,09,1,4,08,000120000,4,1,4,00
51,02,03,02,07,1,2,05,000126000,4,1,3,00
36,05,04,02,09,1,2,01,000126900,2,1,5,03
48,03,03,02,05,1,3,05,000050000,2,1,6,01
24,01,,,,,,,,,,,
51,05,02,06,05,3,0,03,000029500,3,1,3,03
37,02,03,02,04,2,2,07,000043900,4,3,5,00
37,02,03,02,05,1,2,03,000040000,4,1,7,00
20,02,03,02,06,1,2,04,000088680,4,1,6,00
48,02,02,06,04,3,2,06,000084000,4,1,2,00
15,02,02,09,03,1,2,06,000024900,4,4,5,00
13,00,02,01,03,,,05,,,,,
37,02,03,02,08,1,2,05,000096500,4,1,7,00
51,02,02,09,05,3,2,05,000110000,4,1,3,00
06,04,05,02,08,1,2,06,000103300,2,4,5,01
17,04,03,02,06,1,1,02,000056000,2,2,5,02
11,02,02,05,05,3,1,04,000048000,2,1,1,01
34,01,,,,,,,,,,,
25,01,02,02,05,2,1,04,,,1,7,00
48,05,04,02,06,3,1,06,000012000,3,2,1,00
01,03,03,02,05,1,2,01,000013100,2,1,4,02
22,00,02,02,04,,,03,,,,,
08,01,03,03,05,1,0,06,,,1,6,00
24,01,04,02,12,2,1,05,,,1,7,00
34,02,03,02,08,1,2,01,000072700,4,1,7,00
48,01,,,,,,,,,,,
34,01,,,,,,,,,,,
09,03,02,09,04,3,2,04,000050500,1,5,2,01
06,01,00,02,01,1,1,04,,,1,6,00
06,02,04,02,08,1,2,07,000128300,4,2,5,00
39,02,02,06,05,3,2,08,,,1,1,00
21,01,03,02,07,1,2,06,,,1,6,00
39,01,03,02,11,1,1,05,,,1,1,00
06,02,01,06,03,3,2,05,000120000,4,4,3,00
24,00,03,02,07,,,06,,,,,
12,03,03,02,07,1,3,06,000063900,4,1,7,00
48,04,04,02,08,2,4,07,000148030,4,1,5,00
37,02,02,03,04,3,1,06,,,2,1,00
12,01,02,08,05,2,0,07,,,3,5,00
42,03,03,03,05,2,3,01,000109000,4,2,7,00
28,02,03,02,06,1,0,04,000025000,4,1,5,00
42,00,03,02,08,,,03,,,,,
26,01,03,02,08,1,1,08,,,1,5,00
22,01,,,,,,,,,,,
34,01,01,01,03,1,1,05,,,1,5,00
48,03,03,02,08,1,2,04,000081610,1,1,3,00
48,05,03,02,10,2,1,01,000020000,2,2,5,03
16,01,02,01,07,2,3,06,,,1,6,00
12,07,03,02,06,3,1,10,000035000,3,1,3,05
26,01,02,07,05,3,1,05,,,2,1,00
13,01,03,02,06,1,1,05,,,1,5,00
55,04,04,02,13,1,3,09,000137000,1,1,3,02
27,01,,,,,,,,,,,
42,02,03,02,07,1,1,05,000049500,2,1,7,00
12,02,03,02,05,2,1,07,000027600,4,1,5,00
37,01,01,05,02,3,1,08,,,1,1,00
42,02,03,02,07,2,2,06,000024600,4,1,6,00
42,02,03,02,06,2,2,04,000055500,4,1,7,00
12,04,04,02,07,1,3,09,000036000,2,1,3,02
06,06,01,02,03,1,3,02,000113640,2,2,4,03
45,00,02,05,03,,,06,,,,,
34,02,01,05,02,3,1,03,000050000,4,1,3,00
42,04,04,02,09,1,2,01,000155000,3,1,4,02
39,03,02,01,04,1,2,07,000069700,4,1,5,00
42,02,03,02,08,1,4,07,000067400,4,1,3,00
39,02,02,06,05,3,1,01,000015000,2,1,3,01
49,04,04,02,08,1,4,07,000077504,2,1,4,01
06,01,01,07,02,3,1,04,,,2,1,00
40,04,03,02,05,3,2,03,000075350,2,2,3,02
40,00,03,02,06,,,05,,,,,
06,03,03,02,05,3,2,03,000137000,4,1,3,00
49,05,05,02,08,1,4,05,000088000,2,3,5,01
06,02,03,01,06,2,2,07,000051400,4,1,3,00
25,00,02,05,04,,,01,,,,,
17,02,04,02,05,1,5,08,000325000,4,3,5,00
26,02,03,02,05,1,1,06,000051700,4,1,4,00
26,01,02,02,05,2,1,03,,,1,7,00
35,02,03,02,11,2,1,05,000021600,4,1,5,00
05,01,03,02,07,1,1,01,,,1,6,00
45,02,05,02,15,1,2,02,000149000,4,1,6,00
26,02,03,02,07,1,1,05,000013600,4,1,7,00
22,06,03,01,04,1,1,10,000066400,2,1,4,00
37,02,03,02,07,1,2,05,000026500,4,1,7,00
21,02,02,06,03,2,1,01,000025800,2,1,4,01
55,02,03,02,06,1,1,01,000060300,4,1,7,00
42,01,01,02,04,3,1,02,,,1,4,00
24,08,04,02,07,3,1,02,000036000,1,2,1,00
36,05,04,02,08,1,1,05,000253200,2,1,5,01
39,02,03,02,08,1,2,07,000096900,4,1,3,00
36,01,,,,,,,,,,,
41,01,,,,,,,,,,,
26,03,03,02,06,2,1,01,000084400,2,1,6,01
27,02,03,02,09,2,2,03,000042500,4,3,7,00
19,02,03,02,07,1,2,05,000084000,4,1,6,00
26,03,04,02,08,1,3,07,000139700,4,1,3,00
53,00,03,02,05,,,01,,,,,
09,01,04,02,07,2,1,03,,,1,6,00
39,01,,,,,,,,,,,
48,04,02,05,04,4,3,08,,,2,1,00
21,02,02,02,04,2,1,03,000021000,4,1,6,00
35,03,03,02,07,4,0,01,000070800,4,2,4,00
12,01,02,09,05,3,0,07,,,1,5,00
45,05,04,03,07,1,2,04,000308150,2,1,5,03
48,00,03,02,04,,,04,,,,,
45,04,02,06,06,3,1,07,000020600,3,4,1,02
51,03,03,05,05,3,2,06,000050000,2,1,1,01
48,04,05,02,06,1,2,04,000060000,1,1,4,02
48,01,,,,,,,,,,,
04,02,03,02,05,1,1,07,000045400,4,1,6,00
36,01,02,02,05,2,0,01,,,1,7,00
08,02,03,02,05,3,0,01,000060700,4,1,3,00
48,00,03,02,05,,,07,,,,,
54,03,02,02,07,3,1,04,000048100,4,1,2,00
37,02,02,07,04,1,2,07,,,1,3,00
12,02,02,02,08,1,2,08,000075800,4,1,4,00
13,03,03,02,06,3,1,02,000029700,4,1,7,00
21,01,02,02,05,1,1,05,,,1,4,00
26,00,03,02,04,,,03,,,,,
41,01,02,02,07,4,1,06,,,1,4,00
17,01,03,02,06,1,2,10,,,1,4,00
34,01,01,04,04,3,1,01,,,2,4,00
08,03,03,02,10,1,3,08,000061400,4,1,5,00
06,03,03,02,05,1,3,05,000051000,2,1,6,01
09,02,04,02,07,1,2,07,,,3,4,00
34,03,04,02,08,1,1,08,000096800,2,1,5,01
36,02,03,02,08,2,2,07,000114000,4,1,5,00
06,02,03,02,06,3,2,06,000039000,4,1,5,00
48,02,03,02,06,1,2,04,000105000,4,1,2,00
36,01,,,,,,,,,,,
26,01,,,,,,,,,,,
26,00,02,02,03,,,05,,,,,
17,02,03,02,05,1,2,01,000064700,4,1,6,00
26,01,02,08,05,3,1,05,,,1,1,00
06,01,01,05,02,3,1,08,,,1,3,00
36,02,03,03,04,1,0,08,000047000,4,1,4,00
12,01,03,02,05,1,1,08,,,1,4,00
22,02,03,02,05,1,2,07,000090000,4,1,5,00
29,01,,,,,,,,,,,
42,04,03,03,07,3,0,05,000012900,2,2,5,00
36,07,03,04,05,1,1,01,000015000,3,3,3,05
24,03,03,02,08,3,3,07,,,1,1,00
22,01,02,02,04,4,1,01,,,1,3,00
06,04,04,02,05,1,5,05,000189130,4,4,6,00
48,01,,,,,,,,,,,
17,04,03,02,07,1,2,02,000029000,3,1,5,02
11,01,01,05,04,3,1,05,,,1,4,00
49,02,04,02,08,1,2,02,,,1,5,00
48,04,03,02,07,1,5,01,000118900,4,1,4,00
06,02,03,02,05,1,1,06,,,2,5,00
39,01,03,02,06,1,1,05,,,1,4,00
08,01,,,,,,,,,,,
37,01,01,05,03,3,1,06,,,1,5,00
32,01,03,02,07,1,3,07,,,1,5,00
51,01,,,,,,,,,,,
39,01,03,02,09,2,1,07,,,1,5,00
36,01,02,02,04,2,1,05,,,1,7,00
48,03,06,02,12,2,3,01,000079500,4,1,7,00
29,04,03,02,06,1,2,07,000098000,3,4,4,02
17,00,03,02,07,,,01,,,,,
42,00,02,02,05,,,05,,,,,
17,01,03,02,05,1,1,13,,,1,1,00
12,03,02,08,04,3,1,06,000042800,2,1,1,01
23,00,03,02,04,,,02,,,,,
55,02,03,02,05,2,2,05,000061800,4,1,7,00
39,02,02,02,07,2,2,03,000032600,4,1,5,00
12,01,02,04,04,3,0,02,,,1,5,00
27,02,03,02,08,1,3,04,,,1,5,00
13,02,02,08,05,2,2,06,000038600,4,2,5,00
01,02,03,02,05,2,2,04,000036000,4,1,5,00
29,02,04,02,10,1,2,03,000167400,4,1,3,00
48,01,02,02,06,2,1,05,,,1,7,00
32,01,02,01,04,2,1,05,,,1,7,00
51,05,03,02,06,2,5,06,000110900,4,4,6,00
17,01,01,07,04,3,1,06,,,2,3,00
25,02,02,08,04,3,0,01,,,1,1,00
24,02,04,02,08,1,2,03,000058100,4,1,7,00
06,03,05,02,10,1,2,11,000244300,3,1,3,02
54,02,02,02,05,2,2,01,000039700,4,1,6,00
53,00,02,01,04,,,06,,,,,
48,01,,,,,,,,,,,
26,01,,,,,,,,,,,
08,00,02,06,04,,,08,,,,,
19,02,02,02,07,2,3,06,000086000,4,1,5,00
36,03,03,02,07,1,3,08,000045800,4,4,5,00
25,01,02,01,06,2,1,06,,,1,6,00
37,03,04,02,07,3,5,03,,,1,2,00
12,02,02,07,05,3,1,08,000024000,1,1,2,01
55,01,03,02,06,4,1,01,,,1,1,00
36,01,01,06,03,3,1,05,,,1,4,00
37,03,03,01,05,1,2,08,000093000,4,1,4,00
26,03,02,02,05,3,2,01,000050000,1,1,4,01
47,01,,,,,,,,,,,
25,01,02,09,04,2,1,06,,,1,4,00
45,01,03,02,05,1,1,08,,,1,4,00
13,01,02,07,04,3,1,06,,,1,3,00
39,03,02,05,05,3,1,01,000023000,2,1,4,02
08,01,00,09,02,3,1,04,,,1,3,00
44,03,04,02,08,2,3,06,000113000,4,1,6,00
42,01,,,,,,,,,,,
45,04,05,02,07,1,2,07,000055500,4,1,6,00
48,04,04,02,05,1,2,06,000080000,2,4,2,02
36,01,01,09,03,3,0,01,,,1,2,00
34,04,00,06,02,3,2,05,000039000,3,2,4,02
48,02,04,02,09,1,2,05,000101000,4,1,5,00
21,04,03,02,07,1,4,03,000130000,4,1,6,00
22,02,03,02,05,1,2,06,000087600,4,1,1,00
12,02,04,02,06,1,2,11,000154600,4,1,3,00
12,04,02,02,05,1,2,07,000165000,3,2,4,02
47,01,,,,,,,,,,,
24,01,02,09,03,3,0,05,,,1,2,00
04,03,04,02,07,1,2,08,000062000,1,2,1,01
49,02,09,02,11,2,2,07,000005780,4,1,6,00
39,01,,,,,,,,,,,
48,02,02,02,04,1,3,07,000055000,4,1,5,00
45,02,03,02,08,1,3,05,000161600,4,1,4,00
53,02,02,03,07,2,2,07,000089400,4,1,5,00
19,02,02,02,05,2,1,01,000052000,4,1,7,00
25,03,02,01,04,2,1,07,000039100,4,1,4,00
37,02,02,02,07,1,2,05,000117900,4,1,4,00
39,01,03,02,06,2,2,05,,,1,5,00
08,04,02,09,05,1,1,12,000070000,3,2,1,02
26,05,03,02,06,1,2,03,000046100,2,1,7,00
29,03,02,02,04,1,3,09,000087000,1,1,3,01
40,00,06,02,08,,,01,,,,,
41,01,,,,,,,,,,,
48,03,03,02,05,1,2,07,000110000,2,1,4,01
42,04,02,01,04,2,1,04,000021150,1,1,3,02
06,02,02,06,04,3,2,02,,,2,3,00
36,01,,,,,,,,,,,
53,01,04,02,07,2,1,03,,,1,7,00
48,02,02,02,04,2,1,04,000033500,4,1,6,00
30,01,03,02,05,2,1,04,,,1,7,00
36,01,00,05,01,3,0,01,,,1,5,00
12,02,03,02,05,3,2,05,,,1,1,00
53,02,04,02,09,1,4,01,,,1,5,00
36,00,02,02,04,,,01,,,,,
12,00,03,08,06,,,06,,,,,
29,01,01,09,04,3,0,04,,,1,6,00
